Id,Title,Author
20473,A Kestrel for a Knave,Barry Hines
20474,Ballet Shoes,Noel Streatfeild
20475,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.
20476,Nine Perfect Strangers,Liane Moriarty
20477,Horse Heaven,Jane Smiley
20478,To Dance with the White Dog,Terry Kay
20479,Miami Purity,Vicki Hendricks
20480,The Mosquito Coast,Paul Theroux
20481,Twelve Angry Men,Reginald Rose
20482,Archy and Mehitabel,Don Marquis
20483,The Collected Poems,Sylvia Plath
20484,Possessing the Secret of Joy,Alice Walker
20485,Caligula,Albert Camus
20486,Under Milk Wood,Dylan Thomas
20487,You Shall Know Our Velocity!,Dave Eggers
20488,Coming Up for Air,George Orwell
20489,The Yacoubian Building,Alaa Al Aswany
20490,Old Turtle,Douglas Wood
20491,For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf,Ntozake Shange
20492,After the Funeral,Agatha Christie
20493,JPod,Douglas Coupland
20494,The Mystery of the Yellow Room,Gaston Leroux
20495,I am Charlotte Simmons,Tom Wolfe
20496,A Dog's Journey,W. Bruce Cameron
20497,Belle du Seigneur,Albert Cohen
20498,Tar Baby,Toni Morrison
20499,A Density of Souls,Christopher  Rice
20500,One Door Away from Heaven,Dean Koontz
20501,The Pillowman,Martin McDonagh
20502,All Families are Psychotic,Douglas Coupland
20503,The Kite Runner: A Portrait of the Marc Forster Film,David Benioff
20504,Riotous Assembly,Tom Sharpe
20505,The Slap,Christos Tsiolkas
20506,The Penderwicks at Point Mouette,Jeanne Birdsall
20507,"Thank You, Jeeves",P.G. Wodehouse
20508,The Penderwicks on Gardam Street,Jeanne Birdsall
20509,Dona Flor and Her Two Husbands,Jorge Amado
20510,Leo Gray and the Lunar Eclipse,K.J. Kruk
20511,Two Serious Ladies,Jane Bowles
20512,The Murder on the Links,Agatha Christie
20513,Shadow Maker,James R. Hannibal
20514,The Girls,Lori Lansens
20515,Walden,Michael T. Dolan
20516,The Unexpected Guest,Charles Osborne
20517,La petite fille de Monsieur Linh,Philippe Claudel
20518,Children of the Night,Dan Simmons
20519,King Suckerman,George Pelecanos
20520,The Sisters Club,Megan McDonald
20521,All My Sons,Arthur  Miller
20522,Doctored Evidence,Donna Leon
20523,Death at La Fenice,Donna Leon
20524,Hard Luck,Jeff Kinney
20525,The Collected Poems of Emily Dickinson,Emily Dickinson
20526,Closer,Dennis Cooper
20527,Absent in the Spring,Mary Westmacott
20528,Five Little Peppers and How They Grew,Margaret Sidney
20529,Sad Cypress,Agatha Christie
20530,A Man Lay Dead,Ngaio Marsh
20531,The Autumn of the Patriarch,Gabriel GarcÃ­a MÃ¡rquez
20532,Arsenic and Old Lace,Joseph Kesselring
20533,Solomon Gursky Was Here,Mordecai Richler
20534,The Nine Tailors,Dorothy L. Sayers
20535,"The Mysterious Benedict Society: Mr. Benedict's Book of Perplexing Puzzles, Elusive Enigmas, and Curious Conundrums",Trenton Lee Stewart
20536,Uncle Fred in the Springtime,P.G. Wodehouse
20537,The Long Haul,Jeff Kinney
20538,Londonstani,Gautam Malkani
20539,"Gabriela, clavo y canela",Jorge Amado
20540,The Iceman Cometh,Eugene O'Neill
20541,Sister of My Heart,Chitra Banerjee Divakaruni
20542,Rise of the Governor,Robert Kirkman
20543,Manfred,Lord Byron
20544,The Comedy of Errors,William Shakespeare
20545,Closer,Patrick Marber
20546,The Candymakers,Wendy Mass
20547,Trumpet,Jackie Kay
20548,Crazy in Alabama,Mark Childress
20549,The Secret Island,Enid Blyton
20550,The Lion's Paw,Robb White
20551,The Complete Plays,Sophocles
20552,The Beast Must Die,Nicholas Blake
20553,"They Shoot Horses, Don't They?",Horace McCoy
20554,The Mysteries of Udolpho,Ann Radcliffe
20555,The Mirror Crack'd from Side to Side,Agatha Christie
20556,Look Back in Anger,John Osborne
20557,We Need New Names,NoViolet Bulawayo
20558,The Hollow,Agatha Christie
20559,The Distance To Home,Jenn Bishop
20560,"Through a Glass, Darkly",Donna Leon
20561,Wish,Barbara O'Connor
20562,Pigs Have Wings,P.G. Wodehouse
20563,The Man Who Loved Children,Christina Stead
20564,Truth,Sherri Hayes
20565,Entangled,S.E. Hall
20566,This is Falling,Ginger Scott
20567,Searching for Perfect,Jennifer Probst
20568,When He Was Wicked,Julia Quinn
20569,It's in His Kiss,Julia Quinn
20570,Scandal in Spring,Lisa Kleypas
20571,The Heart of Texas,R.J. Scott
20572,"God, Save the Pirate",Ria Warrick
20573,Touch Me,T.H. Snyder
20574,Falling Down,Anne Mercier
20575,Tyed,L.J. Shen
20576,"Eye on the Ball (A Playing for Glory Romance, #1)",Francine Beaton
20577,Blossom in Winter,Melanie Martins
20578,The Change in the Mirror,B.Q. Hanson
20579,Finding Ava,Jennifer Loren
20580,Caught Looking,Meghan Quinn
20581,Two Truths and a Lie,Ashley Stoyanoff
20582,Regularly Scheduled Life,K.A. Mitchell
20583,Savor You,Emily Snow
20584,"Beers, Hens and Irishmen",Meghan Quinn
20585,Finding Parker,Scott Hildreth
20586,The Mafia And His Angel: Part 1,Lylah James
20587,Inappropriate,Vi Keeland
20588,In a Blue Moon,Ilana Tan
20589,Silence is Golden,Robert Thier
20590,A Thousand Letters,Staci Hart
20591,Reckless,Jennifer Loren
20592,Everlasting,Kathleen E. Woodiwiss
20593,The Mafia And His Angel: Part 2,Lylah James
20594,Time Stands Still,Lori L. Otto
20595,Never Look Back,Lori L. Otto
20596,The Ninja Tattoo,Dellani Oakes
20597,Divide & Conquer,Abigail Roux
20598,After Rain,Anggun Prameswari
20599,Slide,Garrett Leigh
20600,Come Away with Me,Ruth Cardello
20601,Song of Songs,Beverley Hughesdon
20602,Unravel Me,Lynn Montagano
20603,The Mafia And His Angel: Part 3,Lylah James
20604,Into the Deep,Samantha Young
20605,In the Eye of the Storm,Robert Thier
20606,Ricochet,Keri Lake
20607,Always,Kindle Alexander
20608,The Devil's Revenge,Jennifer Loren
20609,What Price Paradise,Katherine Allred
20610,Beautiful Redemption,Jamie McGuire
20611,Tattered,Devney Perry
20612,The Coppersmith Farmhouse,Devney Perry
20613,Promises,Marie Sexton
20614,When You've Been Blessed (Feels Like Heaven),Adrienne Thompson
20615,Blaze,Susan Johnson
20616,Kyland,Mia Sheridan
20617,Sleepless in Scotland,Karen Hawkins
20618,Searching for Tomorrow,Kathryn McNeill Crane
20619,TRUE,Erin McCarthy
20620,A Loving Scoundrel,Johanna Lindsey
20621,Keeping Promise Rock,Amy Lane
20622,Crossing the Line,Sherri Hayes
20623,Black Iris,Elliot Wake
20624,Been So Long,Adrienne Thompson
20625,Fighting for You,Sydney Landon
20626,In Bed with a Highlander,Maya Banks
20627,Special Forces - Soldiers,Aleksandr Voinov
20628,Broken,Sasha Marshall
20629,To Russia With Love,Chris Almeida
20630,Mackenzie's Pleasure,Linda Howard
20631,Stand,A.L. Jackson
20632,Devil's Bride,Stephanie Laurens
20633,El cuarto Arcano II. El puerto de las tormentas,Florencia Bonelli
20634,Gentle Rogue,Johanna Lindsey
20635,In the Stillness,Andrea Randall
20636,Never Been Kissed,C.M. Kars
20637,Damaged 2,H.M. Ward
20638,Only His,Elizabeth Lowell
20639,Infinitely Yours,Orizuka
20640,Taking Shots,Toni Aleo
20641,Bodas de odio,Florencia Bonelli
20642,Tied,Carian Cole
20643,Never Love a Highlander,Maya Banks
20644,If I Break,Portia Moore
20645,The Shadow and the Star,Laura Kinsale
20646,The Rocker That Savors Me,Terri Anne Browning
20647,The Probability of Violet & Luke,Jessica Sorensen
20648,The Certainty of Violet & Luke,Jessica Sorensen
20649,Warrior's Cross,Madeleine Urban
20650,Kitchen Affairs,Brooke Cumberland
20651,Beautifully Broken,Portia Moore
20652,Before I Break,Portia Moore
20653,Keep Me Still,Caisey Quinn
20654,Beauty and the Beast,Hannah Howell
20655,Avoiding Commitment,K.A. Linde
20656,53 Letters for My Lover,Leylah Attar
20657,Fear Us,B.B. Reid
20658,The Substitute,Tionne Rogers
20659,Surrender,Pamela Clare
20660,Broken Pieces,Riley Hart
20661,Simple Jess,Pamela Morsi
20662,Corps Security: The Series,Harper Sloan
20663,More Than Enough,Jay McLean
20664,Torn,Carian Cole
20665,Her Innocent Marine,Arthur Archambeau
20666,The Leopard Prince,Elizabeth Hoyt
20667,Mackenzie's Mission,Linda Howard
20668,Conspiracy in Death,J.D. Robb
20669,Saved,Kelly Elliott
20670,Cuts Like An Angel,Mason Sabre
20671,I Can Be a Better You,Tarryn Fisher
20672,Second Rate Chances,Holly Stephens
20673,Shadow Music,Julie Garwood
20674,It Does Not Die,Maitreyi Devi
20675,Duncan's Bride,Linda Howard
20676,The Untouchables,J.J. McAvoy
20677,The Vixen and the Vet,Katy Regnery
20678,You Were Mine,Abbi Glines
20679,Nash,Jay Crownover
20680,Maid for Love,Marie Force
20681,Fading,E.K. Blair
20682,Claimed by the Highlander,Julianne MacLean
20683,Us,Sarina Bowen
20684,Heartbreaker,Linda Howard
20685,Heaven and Hell,Kristen Ashley
20686,Untamed,Pamela Clare
20687,Hot as Sin,Bella Andre
20688,More Than Her,Jay McLean
20689,"Eyes of Silver, Eyes of Gold",Ellen O'Connell
20690,Captured,Jasinda Wilder
20691,Be My Hero,Linda Kage
20692,Reforming a Rake,Suzanne Enoch
20693,Foreplay,Sophie Jordan
20694,Then Came You,Lisa Kleypas
20695,Mercy,Julie Garwood
20696,A Moment,Marie Hall
20697,How to Marry a Marquis,Julia Quinn
20698,Texas Pride,Kindle Alexander
20699,Sun Kissed,Catherine Anderson
20700,His Captive Lady,Anne Gracie
20701,Don't Forget to Remember Me,Kahlen Aymes
20702,Kaleidoscope,Kristen Ashley
20703,Emerge,S.E. Hall
20704,Kill and Tell,Linda Howard
20705,My Unexpected Forever,Heidi McLaughlin
20706,Star Bright,Catherine Anderson
20707,Heartbreaker,Julie Garwood
20708,Play It Safe,Kristen Ashley
20709,Rock Chick Revolution,Kristen Ashley
20710,Jake Undone,Penelope Ward
20711,Fall from India Place,Samantha Young
20712,Until July,Aurora Rose Reynolds
20713,Until Jax,Aurora Rose Reynolds
20714,Captured by the Highlander,Julianne MacLean
20715,Summer Breeze,Catherine Anderson
20716,All That Matters,Susan X. Meagher
20717,Tell Me It's Real,T.J. Klune
20718,All You Need is Love,Marie Force
20719,When Beauty Tamed the Beast,Eloisa James
20720,Chase,Chantal Fernando
20721,Breaking Nova,Jessica Sorensen
20722,Love Only Once,Johanna Lindsey
20723,Naked Edge,Pamela Clare
20724,The Many Sins of Lord Cameron,Jennifer Ashley
20725,Beck,Harper Sloan
20726,Savage Thunder,Johanna Lindsey
20727,Until Fountain Bridge,Samantha Young
20728,Eversea,Natasha Boyd
20729,Defiant,Pamela Clare
20730,Breaking Point,Pamela Clare
20731,Tamed,Emma Chase
20732,Man of My Dreams,Johanna Lindsey
20733,Sweet Soul,Tillie Cole
20734,There is No Light in Darkness,Claire Contreras
20735,Unlawful Contact,Pamela Clare
20736,Making You Mine,Elizabeth Reyes
20737,Truce,R.L. Mathewson
20738,The Christmas Throwaway,R.J. Scott
20739,Ride the Fire,Pamela Clare
20740,Reaper's Legacy,Joanna Wylde
20741,Until You,T.J. Klune
20742,Becoming A Vincent,C.M. Owens
20743,The Lion's Lady,Julie Garwood
20744,The Heir,Johanna Lindsey
20745,A Dark Champion,Kinley MacGregor
20746,Highlander Most Wanted,Maya Banks
20747,Uncaged,Harper Sloan
20748,Cooper,Harper Sloan
20749,Striking Distance,Pamela Clare
20750,Heart Recaptured,Tillie Cole
20751,Damaged,H.M. Ward
20752,The Wager,Rachel Van Dyken
20753,The Bet,Rachel Van Dyken
20754,Sen,Selvi AtÄ±cÄ±
20755,Rock with Me,Kristen Proby
20756,Take a Chance,Abbi Glines
20757,One More Chance,Abbi Glines
20758,Storm,Carian Cole
20759,Indulgence in Death,J.D. Robb
20760,The Secret Diaries of Miss Miranda Cheever,Julia Quinn
20761,The Song of David,Amy Harmon
20762,Dirty English,Ilsa Madden-Mills
20763,Worth the Fight,Vi Keeland
20764,Timeless,Erin Noelle
20765,If Forever Comes,A.L. Jackson
20766,The Pirate Prince,Gaelen Foley
20767,Taming the Scotsman,Kinley MacGregor
20768,Carter Reed 2,Tijan
20769,Dreaming of You,Lisa Kleypas
20770,To Beguile a Beast,Elizabeth Hoyt
20771,Brighter Than the Sun,Julia Quinn
20772,Everything and the Moon,Julia Quinn
20773,Intimate Enemies,Shana Abe
20774,Out of Nowhere,Roan Parrish
20775,Highlander Unmasked,Monica McCarty
20776,Witness in Death,J.D. Robb
20777,Shine Not Burn,Elle Casey
20778,Stealing Harper,Molly McAdams
20779,Highlander Untamed,Monica McCarty
20780,Pulled,Amy Lichtenhan
20781,Lady Thief,Kay Hooper
20782,Mackenzie's Mountain,Linda Howard
20783,Come to Me Quietly,A.L. Jackson
20784,Cautious,E.L. Montes
20785,"The Brides Trilogy: A 3 In 1 Edition Including The Sherbrooke Bride, The Hellion Bride And The Heiress Bride",Catherine Coulter
20786,Let the Shadows Fall Behind You,Kathy-Diane Leveille
20787,The Wagonmaster,Nita Wick
20788,Too Much Temptation,Lori Foster
20789,The Sallee Rovers,M. Kei
20790,Fatal Shadows,Josh Lanyon
20791,Goddess of the Hunt,Tessa Dare
20792,The Ghost Wore Yellow Socks,Josh Lanyon
20793,The Redemption of Lord Rawlings,Rachel Van Dyken
20794,A Captain's Order - A Duke's Command,Tamara Gill
20795,The Wild One,Danelle Harmon
20796,Lessons From A Younger Lover,Zuri Day
20797,The Promise,V.J. Dunraven
20798,Quinn,R.C. Ryan
20799,Behind the Tears,Marita A. Hansen
20800,The Road Back,Liz Harris
20801,Saving Rain,Karen-Anne Stewart
20802,Rhianna,Amanda L.V. Shalaby
20803,Tin God,Stacy Green
20804,Absolutely Unforgivable,Tracy Tegan
20805,Love in All the Wrong Places,Audrey Harte
20806,A Night to Forget,Jessica Wood
20807,Man Of Fortune,Rochelle Alers
20808,Shattered Edge,A.M. Hargrove
20809,Attainment,J.H. Cardwell
20810,Moonstone Obsession,Elizabeth Ellen Carter
20811,Non Friction,Morgan Parker
20812,Snow Storms,Lisa Gillis
20813,Tinted Lenses,Jackie Williams
20814,Learning To Let Go,Cynthia P. O'Neill
20815,For His Eyes Only,Liz Fielding
20816,"Always Have, Always Will",N.H. Watkins
20817,Front & Center,A.M. Madden
20818,Forever Your Heart,Mary Whitney
20819,Slow Burn,K. Bromberg
20820,A Gay Romance,Gina A. Rogers
20821,And the Sun Always Sets,Danny Odato
20822,Moth to a Flame,Ashley Antoinette
20823,The Weight of Words,Georgina Guthrie
20824,Drawn,Lilliana Anderson
20825,Because of Kian,Sibylla Matilde
20826,For Your Eyes Only,Sandra Antonelli
20827,Str8te Boys,Evangeline Anderson
20828,Mad Love,Colet Abedi
20829,Into the Shadows,Carolyn Crane
20830,Broken,Lauren Layne
20831,Hart Attack,Cristin Harber
20832,Keeper,Robyn Roze
20833,Abstract Love,Samantha Christy
20834,Going Down,Elise Sax
20835,Thirty-Eight Days,Len  Webster
20836,Against the Wall,Alexa Land
20837,Loving War,C.M. Owens
20838,The Final Line,Kendall McKenna
20839,Jasy,Florencia Bonelli
20840,Volition,Lily Paradis
20841,Crazy Good,Rachel  Robinson
20842,A Shattered Moment,Tiffany King
20843,After Midnight,Sarah Grimm
20844,The Kadin,Bertrice Small
20845,Summer's Sweet Embrace: A Sweet Romance Anthology,Kim Strattford
20846,"Hanging by a Moment (From this Moment, #1)",Eva Walker
20847,Broken,J.L. Drake
20848,Last Chance Summer: A Short Story,Hope Ramsay
20849,Perfectly Imperfect,Harper Sloan
20850,Seasons of Love and War,Brenda Ashworth Barry
20851,Meridio's Daughter,L.J. Maas
20852,Paper Kisses,R.M. Grace
20853,A Violet and Two Gentlemen,Petronela Ungureanu
20854,Man of Honor,Diana Gardin
20855,Until Harry,L.A. Casey
20856,Something There In Between,S.   Ferguson
20857,Melting Steel,C.M. Seabrook
20858,A Child's Christmas,Kate  James
20859,The Truth About Riley,Henrietta Clarke
20860,The Butterfly Project,Emma   Scott
20861,Save of the Game,Avon Gale
20862,The Proverbial Mr. Universe,Maria La Serra
20863,Royalty,L.P. Maxa
20864,More Than Need You,Shayla Black
20865,Light of My Heart,Elizabeth St. Michel
20866,Sick Fux,Tillie Cole
20867,Love Her Wild,Atticus Poetry
20868,Sweetness,Sierra Hill
20869,Hunter,Eden Summers
20870,Flutter,Olivia Evans
20871,A Song for Josh,Susan  Rodgers
20872,Open Your Heart,Sophia Henry
20873,Never Is a Very Long Time,Donna McDonald
20874,Grip,Kennedy Ryan
20875,The Leper Messiah,Rob Levinson
20876,Nothing More to Take,Demetra Georgiou
20877,Wrath,Claire C. Riley
20878,Apache Strike Force,Camilla Monk
20879,How to Be a Normal Person,T.J. Klune
20880,Finding You,Emma  Nichols
20881,Binding Circumstance,Kelley Griffin
20882,Alphas Like Us,Krista Ritchie
20883,No Tomorrow,Carian Cole
20884,"A Matter of Time, Vol. 1",Mary Calmes
20885,In the Unlikely Event,L.J. Shen
20886,Something Great,M.  Clarke
20887,An Affair Before Christmas,Eloisa James
20888,One Scream Away,Kate Brady
20889,The Way You Say My Name,Sara Bell
20890,Wind in the Grasses Dancing,Terrie McClay
20891,The Heir,Grace Burrowes
20892,Grace Felt the Heat,Kimberly Lang
20893,Trouble at the Wedding,Laura Lee Guhrke
20894,How Miss Rutherford Got Her Groove Back,Sophie Barnes
20895,Rafe's Redemption,Jennifer Jakes
20896,Line of Scrimmage,Marie Force
20897,Defy The Eagle,Lynn Bartlett
20898,Laird of the Wind,Susan King
20899,The Hand That Holds Mine,Jennifer Loren
20900,Projek Memikat Suami,Hanina Abdullah
20901,Conflict,M.S. Willis
20902,His Sexy Bad Habit,Cheris Hodges
20903,Terrorscape,Nenia Campbell
20904,My Savior Forever,Vicki Green
20905,Before Now,Cheryl McIntyre
20906,Learning to Trust,Cynthia P. O'Neill
20907,Infinite Possibilities,Lisa Renee Jones
20908,Riptide,Amber Lea Easton
20909,Blue Sky Adam,Anthony McDonald
20910,"Ti Amo, Tia Amoria",Karla M. Nashar
20911,Emerge,Katelin LaMontagne
20912,No Time Like Mardi Gras,Kimberly Lang
20913,A Woman Gone Mad,Kimber S. Dawn
20914,Coming Up Roses,Catherine Anderson
20915,Outrageous,Christina Dodd
20916,The Edge of Darkness,Melissa Andrea
20917,Alyce An Alternate Version of the Prince's Ball,Sarah Scheele
20918,Back-Up,A.M. Madden
20919,Sweet Little Thing,Renee Carlino
20920,Bender,Stacy Borel
20921,Take Me,Lucy Monroe
20922,Seth and Priscilla,Lietha Wards
20923,The Windflower,Laura London
20924,Checkered Crime,Tonya Kappes
20925,Better Than Perfect,Tricia Drammeh
20926,Flawed and Damaged,Emily Krat
20927,Branded,Laura Wright
20928,Beautifully Tainted,A.M. Guilliams
20929,Spiral,Mila Ferrera
20930,Secretos de sociedad,Candace Camp
20931,Countermeasure,Chris Almeida
20932,All You Can Eat,Christian Simamora
20933,Shutter: Volume One,Sarah Dosher
20934,Grayson,Lisa Eugene
20935,Nocte,Courtney Cole
20936,Hooked on the Game,C.M. Owens
20937,One Love,Lili St. Germain
20938,Touching the Wire,Rebecca Bryn
20939,"Speak Easy, Anne",Brandy D. Anderson
20940,The Passions of Emma,Penelope Williamson
20941,Wish I May,Lexi Ryan
20942,Shattered,J.L. Drake
20943,Last Chance Hero,Hope Ramsay
20944,Surrender to Fate,Jacelyn Rye
20945,Gift For the Boss,Lexy Timms
20946,Out of Control,Suzanne Brockmann
20947,Antidote,Jack L. Pyke
20948,The Feel of Forever,Lyn Denison
20949,Craving's Creek,Mel Bossa
20950,A Real Disaster,Molly  Ryan
20951,Someone like You,Lauren Layne
20952,Dream Girls: Stephanie,Carrie Thomas
20953,Waiting in the Wings,Melissa Brayden
20954,The Water Will Catch You,Chase Potter
20955,Pucked Under,Helena Hunting
20956,Raphael's Fling,Alix Nichols
20957,El chico de las estrellas,Chris Pueyo
20958,Chasing Moonlight,Raven St. Pierre
20959,Mistakes of My Past: Escape is just the beginning,Emily     James
20960,Virtue and Vice,Ninya Tippett
20961,Sweet Vengeance,Elizabeth St. Michel
20962,Dear Taylor,Eija Jimenez
20963,Sweet Girl,Sierra Hill
20964,Knightly Love,Fyn Alexander
20965,Drive,Kate  Stewart
